review ID,review name,reviewer's name,reviewer's profile,review rating,review text,verified purchase,vine customer review of free product,images,image 1,image 2,image 3
R2XOV8GEMEV4MM," Excepcional cámara.",Cliente de Amazon,https://www.amazon.com.mx/gp/profile/amzn1.account.AH57JQ4YUR3727VUCQCGBARFHC6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"La mejor cámara en su clase, vídeo excelente, el calentamiento es aceptable, hay que usar buenas memorias! Enfoque rápido con lentes Sony llevo un año con ella y me sigue maravillado,
Es un Sony!",true,false,https://images-na.ssl-images-amazon.com/images/I/71iqkn4MtCL.jpg,https://images-na.ssl-images-amazon.com/images/I/71iqkn4MtCL.jpg,,
RZM9K197XLAOG," Súper cámara,",Chris,https://www.amazon.com.mx/gp/profile/amzn1.account.AHLN4SRMUENS5RAKPWCKJPCPN5HA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,Vaya ya es muy conocida esta cámara por su excelente desempeño tanto para foto y vídeo. Entrega a tiempo todo muy bien,true,false,,,,
R1X4WYT448RBGY," Gran Cámara",Antonio Gonzalez Balboa,https://www.amazon.com.mx/gp/profile/amzn1.account.AGHH52G3DRRQB7M4WIF2Q2LJ6IGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Es una gran cámara. El menú es un poco complicado pero vale la pena totalmente, lo único que no me gusto es que se calienta relativamente rápido.
Pero aún así es una gran cámara",true,false,,,,
R3J3WVZLWA6J3A," Buena cámara",DIRC,https://www.amazon.com.mx/gp/profile/amzn1.account.AEJBWOZAC7MFTWBMX37BVJGK34ZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"La cámara es muy buena el lente no tanto, además de ser oscuro no responde tan rápido el enfoco",true,false,,,,
R3A1QGOBVGZSBT," Absolutamente fabulosa!.",Victor Levy,https://www.amazon.com.mx/gp/profile/amzn1.account.AGH7BW6TSBRFMACTJDTXAXOXJ57Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Lo que más me gustó es es es pequeña y ligera. Por lo demás, todavía estoy leyendo el manual que consta de 600 y pico de páginas. Y podría ser que para entonces pudiera dar una opinión más calificada.",true,false,,,,
R1CSI1FEQYA77H," Excelente cámara",lime,https://www.amazon.com.mx/gp/profile/amzn1.account.AHFBPU7FQSIRC7GBK4M2DSTPWABQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"De mis mejores compras, es un producto excelente. Es cierto que los menús pueden ser algo confusos pero te permite ajustes bastante personalizados, la imagen es magnífica, el autofoco excelente para video. Me encanta.",true,false,,,,
R156TEQFEQLQD4," La mejor cámara del 2019",Cliente de Amazon,https://www.amazon.com.mx/gp/profile/amzn1.account.AEW46ZKVSYFWBAFFO5IQZLPD5NIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"El paquete llegó en perfecto estado y a tiempo, la he comprado en el cyber monday a un excelente precio.",true,false,,,,
R2O9TUDZYRE36D," Maravillosa cámara",Rafael Abdiel Ramirez Arzate,https://www.amazon.com.mx/gp/profile/amzn1.account.AGDFJYATXJXBUGXBCLCYHPT3X4JQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Que puedo decir, su fama presede a esta cámara y es todo lo que dicen, definitivamente una exelente calidad en video 4K, lo único malo es que solo graba 4K 30fps , pero es exelente su calidad , la compré en el prime day a un exelente precio",true,false,,,,
R33T3ZWP4UF0PO," Increible",Majo Portillo,https://www.amazon.com.mx/gp/profile/amzn1.account.AHQYWZ47OMIJPMSLFRB4IQMSGR7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Me encanto la calidad que tiene, es muy pequeña y ofrece muchísimo, el video graba increíble, las fotos a una calidad super hermosa, el enfoque esta muy bueno, sin duda una excelente cámara, me pase de canon a sony, anteriormente tenía la 5D mk iii, y la Sony a7iii es mucho mejor",true,false,,,,
R16BTIWWDKFVY1," Buena full frame",Omar Carbajal,https://www.amazon.com.mx/gp/profile/amzn1.account.AGTRBVLXBZIMIUWPP2TS3YP3XTQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Excelente cámara, buenas prestaciones y excelente calidad en los materiales",true,false,,,,
RTG75M4P1SKQF," Excelente sensor, espectacular con poca luz.",Fabián Heredia Montiel,https://www.amazon.com.mx/gp/profile/amzn1.account.AH5FDRBIHMIYCTZRCSDB3G57ZGUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Muy feliz, el lente de kit sí ayuda a iniciar pero es mejor comprar otro lente (al menos uno primo) para sacarle jugo.",true,false,https://images-na.ssl-images-amazon.com/images/I/81tC+Yb0zJL.jpg,https://images-na.ssl-images-amazon.com/images/I/81tC+Yb0zJL.jpg,,
R3FGGBVAFI7TZB," Muy dinámica, un balance de ambos mundos (foto y video)",Amazon Customer,https://www.amazon.com.mx/gp/profile/amzn1.account.AEQY5YTVHL7RUWNUX6DQ5Y63HKRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"He usado este producto de momento para hacer retratos, hacer comerciales y próximamente estaré viajando por 6 meses así que estoy emocionado de probar todas las ventajas de esta cámara. Es mi primera mirrorless y creo que promete mucho.",true,false,,,,
R3QGVPSZK7BJJB," Cumple las expectativas",Tito Ávila,https://www.amazon.com.mx/gp/profile/amzn1.account.AEONMT4THQ4FBRWQJTL5YDD3QQYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Aún en 2021 es una gran cámara, la calidad es excepcional tanto en foto como en video, después de mucho investigar decidió comprarla y llegó a tiempo, la recomiendo ampliamente.",true,false,,,,
R1VAXXKYX3E2RZ," Versátil",antargon,https://www.amazon.com.mx/gp/profile/amzn1.account.AFKE4QAWBDGGDWPN5RUH4D36GHUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Estaba acostumbrado a trabajar con nikon, pero después de mucho investigar, esta cámara cumple y supera prácticamente todas las exigencias que tenía sobre un equipo versátil entre fotografía y vídeo.",true,false,,,,
R3EF6HH39TQXSE," la más bella",Oscar Hernandez,https://www.amazon.com.mx/gp/profile/amzn1.account.AGYXGLF3MUUKKGF6PFZC7AWKXTOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,súper buena y compacta <3,true,false,,,,
R3RFTRENKPLMBO," Viene sin cargador",JGracia,https://www.amazon.com.mx/gp/profile/amzn1.account.AHC2Z74DPILZAK2PZD72YOZAD46Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,Que mal que no trae cargador de batería hacia la corriente y tengas que cargar por medio de la cámara.,true,false,,,,
R3MF1X8E736ATC," Gran cámara costo-beneficio",María José Amaya,https://www.amazon.com.mx/gp/profile/amzn1.account.AHVTW7R7OQASTHKKZCHEMDD2JPIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Genial para foto y video. Aunque ya hay nuevos modelos, por el precio aún vale mucho la pena. :)",true,false,https://images-na.ssl-images-amazon.com/images/I/81pjdO7PQwL.jpg,https://images-na.ssl-images-amazon.com/images/I/81pjdO7PQwL.jpg,,
RP3FCYVOGFJNL," Buena cámara calidad precio",SoyKenji,https://www.amazon.com.mx/gp/profile/amzn1.account.AEPWNL2ZNMLGKXNFTZLIWMSSJR7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,Todas mis cámaras son Sony y esta me encantó,true,false,,,,
R2QNHOOWDX9S2D," Excelente Camara",MACART,https://www.amazon.com.mx/gp/profile/amzn1.account.AG6NYJN7S3HGQYNZFF3L45QTB3YQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Excelente cámara en imagen de fotos y video, me gustaría que tuviera mas acciones de control en la pantalla táctil",true,false,,,,
R1PWPVVJ7N9EXQ," Excelente cámara",Mariana,https://www.amazon.com.mx/gp/profile/amzn1.account.AGMI5TJOBPQBM5LHZH2GPT3CHQFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,Excelente cámara,true,false,,,,
R3NBOFTCYJ02PA," .",MÓNICA TORNELL LIRA,https://www.amazon.com.mx/gp/profile/amzn1.account.AH66R2QPQP6VF6QF64MSFLNRTJ7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Excelente producto, me parece demasiado buena para un principiante",true,false,,,,
R28D62IYYUBPSV," Buen equipo mal por Amazon",julian,https://www.amazon.com.mx/gp/profile/amzn1.account.AFFAHXA5WNKBFHQGP56EDW4AOOEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"Buena cámara pero se tardo más de lo prometido y era un artículo que necesitaba en mi negocio pero en fin, excelente producto. Pero mal servicio de entrega de Amazon",true,false,,,,
R3TG0UGEW9IWM7," Calidad",Luis,https://www.amazon.com.mx/gp/profile/amzn1.account.AHOL6VZKGAGJCGI3FO5GBY3DBZPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,Agarre una promo con el lente en 42k y me pareció excelente opción,true,false,,,,
R2U0T1FGZJ8D73," sigo en espera",Juan Francisco Ramírez,https://www.amazon.com.mx/gp/profile/amzn1.account.AHSRIDITH4CCQU4J4TNINTSX2PQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"hace dias te hice la devolucion del producto que me enviaste ya que no fue lo que pedi
y hasta hoy no me has dado respuesta",true,false,,,,
R1KODIQ9YL929F," La Mejor Camara",Luis Arias,https://www.amazon.com.mx/gp/profile/amzn1.account.AFNWGXUOG4UUMM6JYLY3ICRSTZ3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,Me encanto. aproveche una oferta relampago real y no dude en comprarla. excelente camara,true,false,,,,
RL507VMG1LS5K," Excelente producto!! Para profesionales",Adalid Herrera Benítez,https://www.amazon.com.mx/gp/profile/amzn1.account.AH3MHQUNPREWS6TGT34ITEKFNWNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Buen precio cuando hay promos, de las mejores cámaras de Sony",true,false,,,,
R2QGJCVWNH3Y00," Excelente",Arturo Gómez,https://www.amazon.com.mx/gp/profile/amzn1.account.AF5L2WJKNZBG2GVR6X6A7WHC26GQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,Todo en orden llego sellada de fábrica y sin ningún problema,true,false,,,,
R1WD0ZXCWWT1EI," La mejor camara para mis necesidades",Josue Daniel,https://www.amazon.com.mx/gp/profile/amzn1.account.AFXM2BSAV525CVKMA5X4LVZF3BRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"La mejor camara que pude haber comprado, la relacion precio calidad esta en todo, estoy muy contento por mi compra",true,false,,,,
R5UBSA0UI42EG," la reyna",FRANCISCO JAVIER VALDEZ MEZA,https://www.amazon.com.mx/gp/profile/amzn1.account.AHKD5E7RHJCG3IUEVNZJJUVNAEFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,para mi la mejor camara,true,false,,,,
RUJ5KT7YMZIVO," La mejor inversión y un iso monstruoso",Cliente de Amazon,https://www.amazon.com.mx/gp/profile/amzn1.account.AGGQOZ547IOSHA4XDLKORA775Z6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,La cámara mas potente que e tenido,true,false,"https://images-na.ssl-images-amazon.com/images/I/71HWh9e12mL.jpg
https://images-na.ssl-images-amazon.com/images/I/81TzcSoVqfL.jpg
https://images-na.ssl-images-amazon.com/images/I/81h9UOkk8kL.jpg",https://images-na.ssl-images-amazon.com/images/I/71HWh9e12mL.jpg,https://images-na.ssl-images-amazon.com/images/I/81TzcSoVqfL.jpg,https://images-na.ssl-images-amazon.com/images/I/81h9UOkk8kL.jpg
RKH5Z8269FGF," excelente articulo",Adrian,https://www.amazon.com.mx/gp/profile/amzn1.account.AFNWEJMJZWSCTFOYLRV45IK36X4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,cumple su proposito,true,false,,,,
R3BRAZRPHUL27V," Buena cámara",Luis Melo,https://www.amazon.com.mx/gp/profile/amzn1.account.AH6D26EIE2LFTZOSN2QXUCDSPWRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Justo lo que buscaba, caro pero vale la pena.",true,false,,,,
R1QFTBXARAXC7R," La mejor cámara",Carlos Francisco,https://www.amazon.com.mx/gp/profile/amzn1.account.AGXJAH6YOQ3QXDUTFIPCREZMJCEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"La mejor cámara, equilibrada tanto para video como para fotografía.",true,false,,,,
R1XVJHI4HXMMRW," Gran cámara",Pedro Daniel Uribe Martinez,https://www.amazon.com.mx/gp/profile/amzn1.account.AEEY4BRGV2HSORV6ZQQVDK5F5XNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Gran cámara, los menús un poco complicados, pero después de un par de semanas te acostumbras.",true,false,,,,
R21ECK1412NTR2," Excelente versatilidad",Oliver Sick,https://www.amazon.com.mx/gp/profile/amzn1.account.AFK4HWT3YCJ66HODXZOVG4OR4X3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"Buen producto, cumple expectativas",true,false,,,,
RSXAR37GEJY27," Excelente cámara",cristhian,https://www.amazon.com.mx/gp/profile/amzn1.account.AGGGFIGFLSZFRI26CM7MMRTKVCRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Buena calidad, una cámara que vale la pena tanto para fotos como para vídeo",true,false,,,,
R3EXBRE7P7VB08," Entrega Rapida y excelente calidad",Luis Arturo Renteria Tellez,https://www.amazon.com.mx/gp/profile/amzn1.account.AE2DNM24QHF2Z7YPCJO3VLKZ2W4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Calidad de video excelente, gran calidad de foto.",true,false,,,,
R13IOV2RCLUG2H," No llego",marco,https://www.amazon.com.mx/gp/profile/amzn1.account.AEXTKFDCFU6VR2QCQCDBIXSEHNCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,No es una cama.... sin palabras,true,false,,,,
R3TCK6VFLV3PAF," Llego mucho antes de lo esperado",Cliente de Amazon,https://www.amazon.com.mx/gp/profile/amzn1.account.AE3CGC6KPX3ZGSVSLMOCVH4QLOAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"Excelente camara, excelente precio, llego antes y llego bien.",true,false,,,,
R2O7JYVU3DBIAJ," Enfoque",Delatorre,https://www.amazon.com.mx/gp/profile/amzn1.account.AHCVCEDTO3CGV7L2TSCWJKTY74RA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,Increíble mejor de lo que esperaba,true,false,,,,
